Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","44","Barley","2010","2010","ha","4421596","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","44","Barley","2011","2011","ha","3680994","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","44","Barley","2012","2012","ha","3718261","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","44","Barley","2013","2013","ha","3644368","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","44","Barley","2014","2014","ha","3814113","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","44","Barley","2015","2015","ha","4078041","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","44","Barley","2016","2016","ha","4107648","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","44","Barley","2017","2017","ha","4834102","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","44","Barley","2018","2018","ha","4124158","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","44","Barley","2019","2019","ha","4436588","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","44","Barley","2020","2020","ha","5040903","","Official data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","1990","1990","hg/ha","16766","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","1991","1991","hg/ha","17094","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","1992","1992","hg/ha","18313","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","1993","1993","hg/ha","19472","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","1994","1994","hg/ha","11792","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","1995","1995","hg/ha","18719","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","1996","1996","hg/ha","19887","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","1997","1997","hg/ha","18410","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","1998","1998","hg/ha","18904","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","1999","1999","hg/ha","19479","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2000","2000","hg/ha","19522","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2001","2001","hg/ha","19523","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2002","2002","hg/ha","22333","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2003","2003","hg/ha","10003","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2004","2004","hg/ha","23189","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2005","2005","hg/ha","16660","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2006","2006","hg/ha","21521","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2007","2007","hg/ha","10179","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2008","2008","hg/ha","14607","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2009","2009","hg/ha","15945","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2010","2010","hg/ha","17787","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2011","2011","hg/ha","21719","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2012","2012","hg/ha","22109","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2013","2013","hg/ha","20502","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2014","2014","hg/ha","24054","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2015","2015","hg/ha","21202","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2016","2016","hg/ha","21892","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2017","2017","hg/ha","27939","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2018","2018","hg/ha","22438","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2019","2019","hg/ha","19878","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","44","Barley","2020","2020","hg/ha","20090","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","1990","1990","tonnes","4107755","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","1991","1991","tonnes","4529797","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","1992","1992","tonnes","5396721","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","1993","1993","tonnes","6668230","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","1994","1994","tonnes","2913190","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","1995","1995","tonnes","5822680","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","1996","1996","tonnes","6696110","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","1997","1997","tonnes","6482000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","1998","1998","tonnes","5987000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","1999","1999","tonnes","5043000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2000","2000","tonnes","6743000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2001","2001","tonnes","6743463","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2002","2002","tonnes","8279769","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2003","2003","tonnes","3864833","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2004","2004","tonnes","10381828","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2005","2005","tonnes","7739767","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2006","2006","tonnes","9481741","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2007","2007","tonnes","4257032","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2008","2008","tonnes","7160168","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2009","2009","tonnes","7996506","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2010","2010","tonnes","7864551","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2011","2011","tonnes","7994720","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2012","2012","tonnes","8220863","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2013","2013","tonnes","7471592","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2014","2014","tonnes","9174417","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2015","2015","tonnes","8646321","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2016","2016","tonnes","8992274","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2017","2017","tonnes","13505990","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2018","2018","tonnes","9253852","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2019","2019","tonnes","8818946","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","44","Barley","2020","2020","tonnes","10127175","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","1990","1990","ha","52301","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","1991","1991","ha","48500","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","1992","1992","ha","52000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","1993","1993","ha","44908","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","1994","1994","ha","43778","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","1995","1995","ha","50219","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","1996","1996","ha","56337","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","1997","1997","ha","67000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","1998","1998","ha","57000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","1999","1999","ha","66000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2000","2000","ha","82262","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2001","2001","ha","74225","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2002","2002","ha","82626","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2003","2003","ha","49552","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2004","2004","ha","70126","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2005","2005","ha","72378","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2006","2006","ha","67215","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2007","2007","ha","48852","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2008","2008","ha","68000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2009","2009","ha","64580","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2010","2010","ha","59000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2011","2011","ha","62196","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2012","2012","ha","69684","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2013","2013","ha","78634","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2014","2014","ha","52360","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2015","2015","ha","59588","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2016","2016","ha","53281","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2017","2017","ha","67771","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2018","2018","ha","52783","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2019","2019","ha","58949","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","56","Maize","2020","2020","ha","37730","","Official data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","1990","1990","hg/ha","41821","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","1991","1991","hg/ha","39938","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","1992","1992","hg/ha","51721","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","1993","1993","hg/ha","44261","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","1994","1994","hg/ha","46620","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","1995","1995","hg/ha","48263","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","1996","1996","hg/ha","57689","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","1997","1997","hg/ha","59403","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","1998","1998","hg/ha","47544","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","1999","1999","hg/ha","51212","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2000","2000","hg/ha","49360","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2001","2001","hg/ha","46471","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2002","2002","hg/ha","54929","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2003","2003","hg/ha","62570","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2004","2004","hg/ha","56326","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2005","2005","hg/ha","57983","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2006","2006","hg/ha","53856","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2007","2007","hg/ha","49103","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2008","2008","hg/ha","56912","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2009","2009","hg/ha","58171","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2010","2010","hg/ha","55593","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2011","2011","hg/ha","57390","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2012","2012","hg/ha","64654","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2013","2013","hg/ha","64441","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2014","2014","hg/ha","74554","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2015","2015","hg/ha","83001","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2016","2016","hg/ha","75080","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2017","2017","hg/ha","64363","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2018","2018","hg/ha","73365","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2019","2019","hg/ha","55507","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","56","Maize","2020","2020","hg/ha","70912","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","1990","1990","tonnes","218730","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","1991","1991","tonnes","193701","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","1992","1992","tonnes","268947","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","1993","1993","tonnes","198766","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","1994","1994","tonnes","204095","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","1995","1995","tonnes","242370","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","1996","1996","tonnes","325000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","1997","1997","tonnes","398000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","1998","1998","tonnes","271000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","1999","1999","tonnes","338000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2000","2000","tonnes","406043","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2001","2001","tonnes","344934","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2002","2002","tonnes","453853","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2003","2003","tonnes","310049","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2004","2004","tonnes","394990","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2005","2005","tonnes","419672","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2006","2006","tonnes","361991","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2007","2007","tonnes","239879","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2008","2008","tonnes","387000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2009","2009","tonnes","375670","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2010","2010","tonnes","328000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2011","2011","tonnes","356943","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2012","2012","tonnes","450535","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2013","2013","tonnes","506725","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2014","2014","tonnes","390364","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2015","2015","tonnes","494589","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2016","2016","tonnes","400032","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2017","2017","tonnes","436194","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2018","2018","tonnes","387240","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2019","2019","tonnes","327206","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","56","Maize","2020","2020","tonnes","267552","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","1990","1990","ha","1043608","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","1991","1991","ha","1160000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","1992","1992","ha","1149140","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","1993","1993","ha","947000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","1994","1994","ha","897000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","1995","1995","ha","1136000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","1996","1996","ha","1052000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","1997","1997","ha","937000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","1998","1998","ha","909000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","1999","1999","ha","584000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2000","2000","ha","650000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2001","2001","ha","650488","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2002","2002","ha","784081","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2003","2003","ha","911464","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2004","2004","ha","1089303","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2005","2005","ha","893644","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2006","2006","ha","930331","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2007","2007","ha","1002685","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2008","2008","ha","1237824","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2009","2009","ha","870328","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2010","2010","ha","850077","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2011","2011","ha","826031","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2012","2012","ha","731144","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2013","2013","ha","728575","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2014","2014","ha","714699","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2015","2015","ha","854417","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2016","2016","ha","821498","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2017","2017","ha","1027872","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2018","2018","ha","874136","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2019","2019","ha","938129","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","75","Oats","2020","2020","ha","815954","","Official data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","1990","1990","hg/ha","14659","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","1991","1991","hg/ha","14567","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","1992","1992","hg/ha","16853","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","1993","1993","hg/ha","17392","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","1994","1994","hg/ha","10301","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","1995","1995","hg/ha","16505","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","1996","1996","hg/ha","15713","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","1997","1997","hg/ha","17439","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","1998","1998","hg/ha","19780","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","1999","1999","hg/ha","19144","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2000","2000","hg/ha","16154","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2001","2001","hg/ha","16139","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2002","2002","hg/ha","18284","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2003","2003","hg/ha","10501","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2004","2004","hg/ha","18527","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2005","2005","hg/ha","14352","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2006","2006","hg/ha","18145","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2007","2007","hg/ha","7463","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2008","2008","hg/ha","12137","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2009","2009","hg/ha","13329","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2010","2010","hg/ha","13665","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2011","2011","hg/ha","13652","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2012","2012","hg/ha","17261","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2013","2013","hg/ha","15388","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2014","2014","hg/ha","17555","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2015","2015","hg/ha","14021","Fc","Calculated data"
