Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2016","2016","hg/ha","15821","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2017","2017","hg/ha","22041","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2018","2018","hg/ha","14046","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2019","2019","hg/ha","12094","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","75","Oats","2020","2020","hg/ha","14007","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","1990","1990","tonnes","1529841","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","1991","1991","tonnes","1689829","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","1992","1992","tonnes","1936590","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","1993","1993","tonnes","1647000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","1994","1994","tonnes","924000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","1995","1995","tonnes","1875000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","1996","1996","tonnes","1653000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","1997","1997","tonnes","1634000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","1998","1998","tonnes","1798000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","1999","1999","tonnes","1118000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2000","2000","tonnes","1050000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2001","2001","tonnes","1049826","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2002","2002","tonnes","1433651","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2003","2003","tonnes","957104","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2004","2004","tonnes","2018103","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2005","2005","tonnes","1282537","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2006","2006","tonnes","1688047","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2007","2007","tonnes","748303","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2008","2008","tonnes","1502305","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2009","2009","tonnes","1160028","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2010","2010","tonnes","1161606","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2011","2011","tonnes","1127683","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2012","2012","tonnes","1262032","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2013","2013","tonnes","1121135","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2014","2014","tonnes","1254659","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2015","2015","tonnes","1198006","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2016","2016","tonnes","1299680","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2017","2017","tonnes","2265503","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2018","2018","tonnes","1227837","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2019","2019","tonnes","1134619","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","75","Oats","2020","2020","tonnes","1142934","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","1990","1990","ha","380034","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","1991","1991","ha","377801","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","1992","1992","ha","569137","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","1993","1993","ha","427000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","1994","1994","ha","499461","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","1995","1995","ha","686246","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","1996","1996","ha","769928","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","1997","1997","ha","544000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","1998","1998","ha","507000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","1999","1999","ha","587000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2000","2000","ha","622267","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2001","2001","ha","757727","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2002","2002","ha","822771","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2003","2003","ha","666721","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2004","2004","ha","734234","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2005","2005","ha","755029","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2006","2006","ha","766680","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2007","2007","ha","613341","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2008","2008","ha","941550","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2009","2009","ha","766986","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2010","2010","ha","497909","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2011","2011","ha","633071","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2012","2012","ha","659279","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2013","2013","ha","647812","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2014","2014","ha","531996","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2015","2015","ha","732473","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2016","2016","ha","520527","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2017","2017","ha","367920","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2018","2018","ha","462191","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2019","2019","ha","550279","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","83","Sorghum","2020","2020","ha","204113","","Official data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","1990","1990","hg/ha","24883","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","1991","1991","hg/ha","19865","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","1992","1992","hg/ha","25431","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","1993","1993","hg/ha","12834","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","1994","1994","hg/ha","21697","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","1995","1995","hg/ha","18555","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","1996","1996","hg/ha","20677","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","1997","1997","hg/ha","26195","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","1998","1998","hg/ha","21321","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","1999","1999","hg/ha","32215","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2000","2000","hg/ha","34003","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2001","2001","hg/ha","25539","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2002","2002","hg/ha","24561","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2003","2003","hg/ha","21966","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2004","2004","hg/ha","27367","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2005","2005","hg/ha","26629","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2006","2006","hg/ha","25205","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2007","2007","hg/ha","20918","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2008","2008","hg/ha","40252","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2009","2009","hg/ha","35096","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2010","2010","hg/ha","30279","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2011","2011","hg/ha","30558","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2012","2012","hg/ha","33960","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2013","2013","hg/ha","34419","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2014","2014","hg/ha","24099","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2015","2015","hg/ha","30160","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2016","2016","hg/ha","34399","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2017","2017","hg/ha","27017","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2018","2018","hg/ha","27201","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2019","2019","hg/ha","21089","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","83","Sorghum","2020","2020","hg/ha","19474","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","1990","1990","tonnes","945653","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","1991","1991","tonnes","750512","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","1992","1992","tonnes","1447380","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","1993","1993","tonnes","548016","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","1994","1994","tonnes","1083700","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","1995","1995","tonnes","1273300","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","1996","1996","tonnes","1591970","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","1997","1997","tonnes","1424990","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","1998","1998","tonnes","1081000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","1999","1999","tonnes","1891000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2000","2000","tonnes","2115912","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2001","2001","tonnes","1935140","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2002","2002","tonnes","2020844","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2003","2003","tonnes","1464510","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2004","2004","tonnes","2009373","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2005","2005","tonnes","2010574","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2006","2006","tonnes","1932447","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2007","2007","tonnes","1283009","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2008","2008","tonnes","3789931","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2009","2009","tonnes","2691789","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2010","2010","tonnes","1507635","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2011","2011","tonnes","1934510","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2012","2012","tonnes","2238912","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2013","2013","tonnes","2229709","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2014","2014","tonnes","1282042","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2015","2015","tonnes","2209173","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2016","2016","tonnes","1790574","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2017","2017","tonnes","994001","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2018","2018","tonnes","1257219","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2019","2019","tonnes","1160479","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","83","Sorghum","2020","2020","tonnes","397485","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","1990","1990","ha","9218091","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","1991","1991","ha","7183000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","1992","1992","ha","8274614","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","1993","1993","ha","8383000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","1994","1994","ha","7890690","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","1995","1995","ha","9220820","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","1996","1996","ha","10936000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","1997","1997","ha","10441000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","1998","1998","ha","11543000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","1999","1999","ha","12338000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2000","2000","ha","12141000","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2001","2001","ha","12141389","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2002","2002","ha","11529155","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2003","2003","ha","11170280","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2004","2004","ha","13067077","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2005","2005","ha","13399397","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2006","2006","ha","12442719","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2007","2007","ha","11797888","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2008","2008","ha","12578309","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2009","2009","ha","13530196","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2010","2010","ha","13881030","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2011","2011","ha","13501780","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2012","2012","ha","13902140","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2013","2013","ha","12979382","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2014","2014","ha","12613226","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2015","2015","ha","12383673","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2016","2016","ha","11282202","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2017","2017","ha","12191153","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2018","2018","ha","10919180","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2019","2019","ha","10402271","","Official data"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","15","Wheat","2020","2020","ha","9863184","","Official data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","1990","1990","hg/ha","16344","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","1991","1991","hg/ha","14698","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","1992","1992","hg/ha","17812","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","1993","1993","hg/ha","19658","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","1994","1994","hg/ha","11356","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","1995","1995","hg/ha","17899","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","1996","1996","hg/ha","21673","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","1997","1997","hg/ha","18412","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","1998","1998","hg/ha","19153","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","1999","1999","hg/ha","20066","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2000","2000","hg/ha","18209","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2001","2001","hg/ha","18209","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2002","2002","hg/ha","21076","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2003","2003","hg/ha","9070","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2004","2004","hg/ha","19998","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2005","2005","hg/ha","16348","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2006","2006","hg/ha","20213","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2007","2007","hg/ha","9173","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2008","2008","hg/ha","10788","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2009","2009","hg/ha","15831","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2010","2010","hg/ha","15729","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2011","2011","hg/ha","20301","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2012","2012","hg/ha","21511","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2013","2013","hg/ha","17609","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2014","2014","hg/ha","20061","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2015","2015","hg/ha","19172","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2016","2016","hg/ha","19743","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2017","2017","hg/ha","26100","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2018","2018","hg/ha","19178","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2019","2019","hg/ha","16917","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","15","Wheat","2020","2020","hg/ha","14681","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","1990","1990","tonnes","15066100","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","1991","1991","tonnes","10557400","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","1992","1992","tonnes","14738678","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","1993","1993","tonnes","16479000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","1994","1994","tonnes","8961000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","1995","1995","tonnes","16504000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","1996","1996","tonnes","23702000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","1997","1997","tonnes","19224000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","1998","1998","tonnes","22108000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","1999","1999","tonnes","24757000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2000","2000","tonnes","22108000","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2001","2001","tonnes","22108078","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2002","2002","tonnes","24299335","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2003","2003","tonnes","10131924","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2004","2004","tonnes","26131870","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2005","2005","tonnes","21905113","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2006","2006","tonnes","25150343","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2007","2007","tonnes","10821628","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2008","2008","tonnes","13569378","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2009","2009","tonnes","21420177","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2010","2010","tonnes","21834010","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2011","2011","tonnes","27410076","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2012","2012","tonnes","29905009","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2013","2013","tonnes","22855576","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2014","2014","tonnes","25303037","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2015","2015","tonnes","23742560","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2016","2016","tonnes","22274514","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2017","2017","tonnes","31818744","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2018","2018","tonnes","20941134","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2019","2019","tonnes","17597561","","Official data"
"QCL","Crops and livestock products","10","Australia","5510","Production","15","Wheat","2020","2020","tonnes","14480217","","Official data"
